Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
78,Pomona,Los Angeles Basin,Jul 2023,7.76, ,0.28, ,683,K,17.2,K,90.9, ,61.4, ,75.4, ,87, ,36, ,59,L,59.7,L,4.0, ,71.9, 
78,Pomona,Los Angeles Basin,Aug 2023,6.85, ,3.24,K,611,K,18.0,K,89.6,K,61.8, ,74.7, ,91, ,38, ,62,K,60.4,K,3.7, ,72.7, 
78,Pomona,Los Angeles Basin,Sep 2023,4.27,K,0.64,K,437,K,17.3, ,81.3, ,59.9, ,69.5, ,91, ,50, ,71, ,59.3, ,3.4, ,71.4, 
78,Pomona,Los Angeles Basin,Oct 2023,4.15,K,0.28,K,422,K,13.4,K,82.8, ,53.4, ,67.0, ,89, ,34, ,60,K,51.4,K,3.1, ,66.8, 
78,Pomona,Los Angeles Basin,Nov 2023,2.73,K,0.52,K,316,K,10.2,K,75.3, ,46.6, ,59.9, ,86, ,31, ,58,K,43.2,K,3.0, ,60.6, 
78,Pomona,Los Angeles Basin,Dec 2023,1.88,K,1.34, ,238, ,9.9,K,69.7, ,45.9,K,56.2,K,87, ,40, ,65,K,43.1,K,2.0, ,57.5, 
80,Fresno State,San Joaquin Valley,Jan 2018,1.46,K,1.01,K,204,K,10.4,K,61.3,K,40.7,K,50.4,K,98, ,59, ,82,K,45.0,K,3.4,K,51.3, 
80,Fresno State,San Joaquin Valley,Feb 2018,2.65, ,0.39, ,346,K,7.6,K,64.6,K,36.1,K,49.9, ,92, ,33, ,60,K,36.1,K,3.6, ,50.5, 
80,Fresno State,San Joaquin Valley,Mar 2018,3.40, ,4.67, ,399,K,10.0, ,66.2, ,42.4, ,54.4, ,95, ,43, ,69, ,43.9, ,4.7,K,53.7, 
80,Fresno State,San Joaquin Valley,Apr 2018,5.71, ,0.60,K,561,K,10.5,K,75.7, ,47.8,K,61.7, ,90, ,31, ,56,K,45.6,K,5.3,K,60.2, 
80,Fresno State,San Joaquin Valley,May 2018,7.83,K,0.01,K,696,K,12.2,L,81.3, ,55.0,K,68.7,K,79,L,31,L,51,L,49.7,L,5.9,K,68.7,L
80,Fresno State,San Joaquin Valley,Jun 2018,8.98,K,0.00, ,781,K,13.2,L,91.5, ,58.8, ,76.4, ,75,K,27,K,43,L,51.6,L,5.4,K,71.7, 
80,Fresno State,San Joaquin Valley,Jul 2018,9.27,K,0.00,K,694,K,16.3,L,98.5, ,68.6,K,84.6,K,66,K,26,K,39,L,57.5,L,5.0,K,76.9,K
80,Fresno State,San Joaquin Valley,Aug 2018,8.19, ,0.00, ,656,K,14.9, ,95.2, ,62.4,K,79.2, ,76, ,24, ,44, ,55.1, ,4.7, ,76.7, 
80,Fresno State,San Joaquin Valley,Sep 2018,6.26,K,0.00, ,579,K,12.0,K,91.0, ,57.3, ,74.3, ,79,K,25,K,42,K,48.9,K,4.0, ,73.3, 
80,Fresno State,San Joaquin Valley,Oct 2018,3.99, ,0.61, ,424,K,11.7,K,80.7, ,49.0, ,63.6, ,89, ,33, ,58,K,48.3,K,3.2,K,69.1, 
80,Fresno State,San Joaquin Valley,Nov 2018,2.19, ,2.17,K,278,K,9.6,K,69.9, ,40.1,K,53.5, ,95, ,39, ,67,K,42.4,K,2.9,K,60.8, 
80,Fresno State,San Joaquin Valley,Dec 2018,1.14,K,0.92,K,187,K,8.9,K,57.5, ,38.5,K,47.8, ,99,K,54,K,79,K,40.3,K,2.8, ,55.4, 
80,Fresno State,San Joaquin Valley,Jan 2019,1.49,K,2.98,K,237,K,7.2,L,61.9, ,39.1, ,49.9,K,99,K,43,K,59,L,34.4,L,3.5,K,52.8, 
80,Fresno State,San Joaquin Valley,Feb 2019,2.09,K,3.66,K,308,K,7.7,L,58.0, ,37.1,K,47.7,K,96,K,47,K,75,L,37.9,L,5.1,K,52.1, 
80,Fresno State,San Joaquin Valley,Mar 2019,4.06,K,1.52,K,464,K,6.0,K,67.1, ,42.9, ,55.1,K,93,K,22,K,54,L,38.6,L,4.7,K,56.0,K
80,Fresno State,San Joaquin Valley,Apr 2019,5.97,K,0.50,K,613,K,9.9,L,78.3, ,49.6, ,64.4,K,93,K,24,K,48,L,43.2,L,5.0,K,61.6,K
80,Fresno State,San Joaquin Valley,May 2019,6.27,K,2.42, ,616,K,12.7, ,76.6,K,52.1,K,64.4,K,91, ,41, ,62,K,50.7,K,4.8, ,64.5,K
80,Fresno State,San Joaquin Valley,Jun 2019,8.84, ,0.00, ,755,K,15.3,K,92.0, ,61.1,K,77.6, ,77, ,28, ,47,L,55.1,L,5.2,K,72.4, 
80,Fresno State,San Joaquin Valley,Jul 2019,9.29, ,0.00, ,752,K,16.0, ,96.2, ,63.9, ,81.2, ,75, ,25, ,44, ,56.9, ,5.1, ,76.0, 
80,Fresno State,San Joaquin Valley,Aug 2019,8.41,K,0.00,K,680,K,16.5,K,96.1, ,64.4, ,81.0,K,77,K,27,K,46,K,58.0,K,4.9,K,78.0,K
80,Fresno State,San Joaquin Valley,Sep 2019,6.20,K,0.00, ,564,K,14.0, ,88.9, ,58.2,K,73.6,K,82, ,29, ,50,K,53.3,K,4.7,K,75.4, 
80,Fresno State,San Joaquin Valley,Oct 2019,4.22,K,0.00, ,439,K,9.8,K,79.4, ,44.9,K,61.1,K,92, ,25, ,52,K,43.3,K,3.3,K,67.8, 
80,Fresno State,San Joaquin Valley,Nov 2019,2.42,K,0.74,K,282,K,9.2,K,71.1,K,39.2,K,53.5, ,97, ,36, ,66,K,41.9,K,2.9,K,61.7, 
80,Fresno State,San Joaquin Valley,Dec 2019,1.21,K,2.21,K,174, ,10.3,K,61.3,K,38.6, ,48.8,K,99, ,65, ,87,K,44.9,K,3.5,K,57.4, 
80,Fresno State,San Joaquin Valley,Jan 2020,1.39,K,0.90,K,213,K,9.7, ,58.9, ,35.8, ,46.6, ,100, ,68, ,89, ,43.5, ,3.2, ,54.1, 
80,Fresno State,San Joaquin Valley,Feb 2020,2.98, ,0.03,K,393,K,8.2, ,70.2,K,35.3,K,51.6,K,96, ,35, ,63,K,39.0,K,3.2,K,54.0, 
80,Fresno State,San Joaquin Valley,Mar 2020,3.49, ,2.89,K,409,K,9.9, ,65.9,K,43.0,K,54.3, ,95, ,45, ,68, ,43.9, ,4.4,K,56.7, 
80,Fresno State,San Joaquin Valley,Apr 2020,5.27, ,1.64,K,546,K,12.2,K,74.0, ,48.4, ,61.7, ,94, ,44, ,65,K,49.4,K,4.9, ,59.4, 
80,Fresno State,San Joaquin Valley,May 2020,8.14, ,0.13, ,699,K,11.7, ,85.6,K,54.2, ,71.0,K,82, ,26, ,45,K,48.3,K,5.5,K,65.4, 
80,Fresno State,San Joaquin Valley,Jun 2020,8.64,K,0.00,K,738,K,13.5,K,91.1, ,60.8,K,77.3,K,74,K,24,K,42,K,51.9,K,5.7,K,73.1,K
80,Fresno State,San Joaquin Valley,Jul 2020,9.23, ,0.00,K,690,K,13.9, ,97.1, ,63.3, ,81.7, ,70, ,21, ,38, ,53.1, ,5.1, ,76.3, 
80,Fresno State,San Joaquin Valley,Aug 2020,7.66,K,0.00,K,564, ,16.4,K,97.7,K,65.5,K,82.4,K,77,K,25,K,43,K,57.7,K,4.4, ,78.7, 
80,Fresno State,San Joaquin Valley,Sep 2020,5.03,K,0.00, ,428, ,15.4,K,92.2, ,59.9,K,75.3, ,85, ,29, ,52,K,55.9,K,3.3,K,74.9, 
80,Fresno State,San Joaquin Valley,Oct 2020,3.72,K,0.00,K,354,K,12.2, ,84.9, ,51.7, ,66.7,K,87, ,27, ,54,K,49.2,K,2.6, ,69.5, 
80,Fresno State,San Joaquin Valley,Nov 2020,2.15, ,0.57,K,262,K,8.8, ,67.0, ,37.4,K,51.2,K,95, ,40, ,68,K,40.7,K,3.0,K,59.6, 
80,Fresno State,San Joaquin Valley,Dec 2020,1.32, ,1.57,K,185, ,8.3, ,59.2, ,34.9, ,46.0, ,97, ,57, ,79, ,39.4, ,3.2, ,53.4, 
80,Fresno State,San Joaquin Valley,Jan 2021,1.60,K,4.14,K,205, ,9.0, ,59.9, ,37.2, ,47.9, ,98, ,54, ,79, ,41.5, ,3.6,K,52.0, 
80,Fresno State,San Joaquin Valley,Feb 2021,2.62,K,0.42, ,353,K,8.8, ,64.5, ,38.4, ,51.2, ,95, ,42, ,68, ,40.9, ,4.2,K,52.6, 
80,Fresno State,San Joaquin Valley,Mar 2021,3.92, ,1.75, ,443,K,8.5, ,67.2, ,39.5,K,53.3, ,93, ,37, ,62, ,40.1, ,4.4, ,53.3, 
80,Fresno State,San Joaquin Valley,Apr 2021,6.15, ,0.20, ,610,K,9.5, ,78.7, ,46.3, ,63.1, ,87, ,26, ,49, ,43.2, ,4.7, ,59.4, 
80,Fresno State,San Joaquin Valley,May 2021,8.42, ,0.00, ,683, ,10.3,K,85.0, ,52.5,K,70.1, ,74, ,22, ,41,K,45.0,K,5.7,K,65.9, 
80,Fresno State,San Joaquin Valley,Jun 2021,8.83,K,0.00, ,697,K,13.9,K,93.6,K,62.7,K,79.2,K,69, ,24, ,40,K,52.8,K,5.5, ,72.4, 
80,Fresno State,San Joaquin Valley,Jul 2021,9.17,K,0.00, ,664,K,14.7, ,100.3,K,67.4,K,85.1,K,65, ,20, ,36,K,54.6,K,4.7,K,75.4, 
80,Fresno State,San Joaquin Valley,Aug 2021,8.08,K,0.00,K,599,K,13.9,K,98.1,K,63.2,K,81.5,K,72,K,20,K,38, ,53.3, ,4.4,K,74.3,K
80,Fresno State,San Joaquin Valley,Sep 2021,6.08, ,0.00, ,493, ,12.5, ,92.6, ,57.7,K,75.3,K,78, ,22, ,42,K,50.3,K,4.0,K,71.7, 
80,Fresno State,San Joaquin Valley,Oct 2021,3.68, ,1.44, ,354,K,10.3,K,76.2, ,47.3,K,61.2, ,86, ,33, ,56,K,44.6,K,4.0,K,65.4, 
80,Fresno State,San Joaquin Valley,Nov 2021,1.65, ,0.58, ,224, ,12.1,K,66.8, ,43.1,K,53.9, ,99, ,60, ,85,K,49.3,K,2.8, ,62.4, 
80,Fresno State,San Joaquin Valley,Dec 2021,0.89, ,4.26, ,142,K,9.6,K,55.4,K,38.1, ,46.5, ,99, ,70, ,89,K,43.4,K,4.0,K,56.2, 
80,Fresno State,San Joaquin Valley,Jan 2022,1.65, ,0.00, ,241,K,9.0, ,61.6, ,33.9, ,46.3, ,99, ,55, ,84, ,41.7, ,2.4, ,52.7, 
80,Fresno State,San Joaquin Valley,Feb 2022,2.69, ,0.11, ,380,K,7.8, ,67.4,K,32.1,K,48.5,K,94, ,40, ,66,K,37.4,K,3.2, ,51.7, 
80,Fresno State,San Joaquin Valley,Mar 2022,4.24, ,0.91, ,456,K,9.3, ,72.5,K,41.7, ,57.1,K,90, ,35, ,58,K,42.1,K,4.1, ,54.6, 
80,Fresno State,San Joaquin Valley,Apr 2022,6.11, ,0.44, ,599,K,9.3,K,76.0,K,45.5, ,61.2,K,84, ,28, ,51,K,42.3,K,5.5, ,58.5, 
80,Fresno State,San Joaquin Valley,May 2022,8.58, ,0.00, ,740,K,9.6,K,84.9,K,51.8, ,69.5, ,74, ,21, ,39,K,42.8,K,6.2, ,62.5, 
80,Fresno State,San Joaquin Valley,Jun 2022,9.40, ,0.00, ,736,K,11.5, ,95.0, ,60.1,K,79.2,K,65, ,18, ,34,K,47.8,K,6.2,K,70.1, 
80,Fresno State,San Joaquin Valley,Jul 2022,9.39, ,0.00, ,709,K,13.9,K,98.4,K,64.3,K,82.5, ,64, ,21, ,37,K,53.1,K,5.3, ,75.5, 
80,Fresno State,San Joaquin Valley,Aug 2022,8.55, ,0.14, ,637,K,14.8, ,99.9, ,65.3,K,83.3,K,71, ,21, ,38,K,54.9,K,5.1,K,77.8, 
80,Fresno State,San Joaquin Valley,Sep 2022,6.36,K,0.22,L,510,K,14.4,L,94.0,K,63.1,K,78.5,K,75,K,26,K,44,L,54.1,L,4.6,L,75.8, 
80,Fresno State,San Joaquin Valley,Oct 2022,4.34, ,0.02,K,409,K,11.8, ,84.0, ,50.2, ,66.3, ,87, ,28, ,53, ,48.4, ,3.4,K,70.3, 
80,Fresno State,San Joaquin Valley,Nov 2022,2.02,K,0.75,K,279,K,8.1,K,63.9, ,34.7, ,47.9,K,96,K,42,K,71, ,38.8, ,3.0,K,60.2,K
80,Fresno State,San Joaquin Valley,Dec 2022,0.98, ,5.37,K,162,K,9.4,K,54.2,K,38.8,K,46.0,K,99, ,71, ,88,K,42.6,K,4.1,K,54.4, 
80,Fresno State,San Joaquin Valley,Jan 2023,1.45, ,5.10,K,203,K,9.5,K,58.0, ,38.0,K,47.8,K,98,K,61,K,83,K,42.9,K,4.6,K,53.2,K
80,Fresno State,San Joaquin Valley,Feb 2023,2.22, ,4.57,K,319,K,7.7, ,59.7,K,34.0,K,46.6,K,97, ,46, ,72,K,37.6,K,4.7,K,50.9, 
80,Fresno State,San Joaquin Valley,Mar 2023,3.21,K,4.30,K,399,K,10.0, ,61.3,K,42.0,K,51.4, ,96, ,54, ,75, ,43.8, ,5.7,K,53.4, 
80,Fresno State,San Joaquin Valley,Apr 2023,6.12,K,0.00, ,633,K,11.0,K,74.7, ,45.7,K,60.8, ,90, ,38, ,59,K,46.1,K,5.2,K,58.3, 
80,Fresno State,San Joaquin Valley,May 2023,7.49, ,0.31, ,681,K,12.9,K,81.7, ,54.4, ,68.4, ,83, ,35, ,54,K,51.0,K,5.6, ,67.2, 
80,Fresno State,San Joaquin Valley,Jun 2023,7.80, ,0.00, ,694,K,14.2,K,85.8, ,59.0, ,73.0, ,77, ,34, ,51,K,53.7,K,5.6,K,72.0, 
80,Fresno State,San Joaquin Valley,Jul 2023,9.39, ,0.00, ,736,K,15.5,K,99.9,K,65.4, ,83.9, ,71, ,22, ,39,K,55.9,K,4.9, ,76.6, 
80,Fresno State,San Joaquin Valley,Aug 2023,7.78,K,0.19, ,606,K,17.1,K,96.2,K,65.2,K,81.0, ,80, ,27, ,48,K,58.8,K,4.7, ,78.9, 
80,Fresno State,San Joaquin Valley,Sep 2023,5.61, ,0.01, ,496,K,15.0, ,87.5,K,59.4, ,73.4, ,82, ,34, ,54, ,55.3, ,4.6,K,75.7, 
80,Fresno State,San Joaquin Valley,Oct 2023,3.98, ,0.01, ,394,K,12.7, ,81.6, ,50.2, ,64.8,K,89, ,35, ,60,K,50.3,K,3.5,K,69.4, 
80,Fresno State,San Joaquin Valley,Nov 2023,2.46, ,0.39, ,292,K,9.1, ,70.6, ,38.9,K,53.4, ,92, ,36, ,64, ,41.4, ,3.2,K,60.9, 
80,Fresno State,San Joaquin Valley,Dec 2023,1.48, ,0.83, ,191, ,9.5,K,63.7,K,38.2,K,49.8,K,95, ,52, ,77,K,42.7,K,3.1,K,55.9, 
83,Santa Rosa,North Coast Valleys,Jan 2018,0.95, ,5.89,K,146, ,10.7,K,59.0, ,38.8, ,48.2, ,98, ,75, ,92,K,45.9,K,2.8, ,51.6, 
83,Santa Rosa,North Coast Valleys,Feb 2018,2.45,K,0.74, ,314, ,7.8,K,65.8,K,30.4,K,46.4,K,95, ,42, ,71,K,37.4,K,3.3, ,50.1, 
83,Santa Rosa,North Coast Valleys,Mar 2018,2.88,K,6.24, ,338, ,10.0,K,63.6,K,36.9,K,49.4,K,97, ,57, ,82,K,44.0,K,3.5,K,57.1,L
83,Santa Rosa,North Coast Valleys,Apr 2018,3.95, ,4.31, ,461, ,11.1, ,66.9, ,38.8,K,52.3, ,97, ,59, ,82, ,47.1, ,3.3, ,68.3,L
83,Santa Rosa,North Coast Valleys,May 2018,5.49,K,0.09,K,574,K,12.2,K,71.6, ,44.2, ,57.3,K,96,K,55,K,77,K,49.8,K,4.2,K,,M
83,Santa Rosa,North Coast Valleys,Jun 2018,7.04, ,0.11, ,718,K,13.1, ,79.1,K,45.3, ,61.4, ,96, ,48, ,71, ,51.7, ,4.2, ,76.7,L
83,Santa Rosa,North Coast Valleys,Jul 2018,6.73,K,0.04,K,652,K,14.6, ,79.8, ,51.2, ,62.8, ,96, ,51, ,75, ,54.7, ,4.5,K,72.8,L
83,Santa Rosa,North Coast Valleys,Aug 2018,5.59,K,0.06, ,540,K,14.0, ,80.4,K,48.9, ,61.8, ,97, ,47, ,75, ,53.5, ,4.2, ,69.3, 
83,Santa Rosa,North Coast Valleys,Sep 2018,4.92, ,0.24, ,494,K,12.0, ,80.8, ,42.6,K,59.6, ,95, ,40, ,69, ,49.2, ,4.1, ,64.7, 
83,Santa Rosa,North Coast Valleys,Oct 2018,3.61, ,1.28,K,369,K,12.0,K,77.7, ,43.3,K,58.1, ,96, ,42, ,72,K,48.8,K,3.6, ,61.8, 
83,Santa Rosa,North Coast Valleys,Nov 2018,1.92, ,5.19, ,241,K,9.2,K,69.4,K,34.8,K,49.6,K,96, ,45, ,73,K,40.9,K,2.9,K,52.8, 
83,Santa Rosa,North Coast Valleys,Dec 2018,1.22, ,3.44, ,176,K,9.6, ,59.3, ,36.2, ,47.0, ,97, ,65, ,86, ,42.7, ,3.1, ,50.5, 
83,Santa Rosa,North Coast Valleys,Jan 2019,1.21, ,6.21, ,176,K,10.4, ,60.4, ,39.0, ,48.6, ,97, ,68, ,87, ,44.8, ,3.6,K,50.4, 
83,Santa Rosa,North Coast Valleys,Feb 2019,1.56, ,15.10, ,245,K,8.8, ,55.5, ,37.0, ,45.8, ,96, ,63, ,82, ,40.3, ,4.8,K,49.6, 
83,Santa Rosa,North Coast Valleys,Mar 2019,3.03,K,6.70,K,372,K,10.3, ,62.5, ,39.7, ,50.6, ,97, ,59, ,81, ,45.0, ,3.8,K,54.5, 
83,Santa Rosa,North Coast Valleys,Apr 2019,4.37,K,1.07,K,503,K,12.6, ,69.6,K,44.4,K,55.9,K,97, ,62, ,82,K,50.4,K,3.5,K,62.2,K
83,Santa Rosa,North Coast Valleys,May 2019,4.66,K,3.02,K,532,K,12.4, ,67.0,K,45.2, ,55.1, ,97, ,65, ,83, ,50.1, ,3.9, ,63.4, 
83,Santa Rosa,North Coast Valleys,Jun 2019,6.81,K,0.01,K,685,K,13.9, ,78.6,K,48.8,K,62.4,K,96, ,51, ,75,L,52.8,L,4.4,K,68.3, 
83,Santa Rosa,North Coast Valleys,Jul 2019,7.09, ,0.03,K,687,K,14.8, ,81.2, ,49.1, ,63.1, ,97, ,50, ,75, ,55.0, ,4.1, ,70.5, 
83,Santa Rosa,North Coast Valleys,Aug 2019,6.61,K,0.02,K,612,K,15.6,K,84.7,K,51.7, ,66.0,K,97, ,45, ,72,L,56.4,L,4.2, ,70.8, 
83,Santa Rosa,North Coast Valleys,Sep 2019,5.45, ,0.04,K,522,K,13.4, ,83.6,K,46.9, ,64.0,K,95, ,38, ,67,L,52.1,L,4.3,K,67.9, 
83,Santa Rosa,North Coast Valleys,Oct 2019,4.27,K,0.04, ,414,K,7.6,K,80.1,K,35.1,L,55.4,L,86,K,25,K,52,L,36.5,L,3.6,K,58.4, 
83,Santa Rosa,North Coast Valleys,Nov 2019,2.13, ,1.56, ,269,K,9.1, ,69.7,K,35.0, ,49.8, ,95, ,45, ,74, ,41.4, ,3.2,K,53.4, 
83,Santa Rosa,North Coast Valleys,Dec 2019,0.89, ,6.54,K,136,K,10.9, ,57.9, ,41.8,K,49.1, ,98, ,73, ,90, ,46.1, ,3.4,K,51.9, 
83,Santa Rosa,North Coast Valleys,Jan 2020,1.42, ,2.02,K,213,K,9.8,K,59.6, ,36.4,K,47.2,K,98, ,66, ,88,K,43.8,K,2.9, ,50.0, 
83,Santa Rosa,North Coast Valleys,Feb 2020,2.90,K,0.04,K,375,K,8.5,K,68.2,K,34.2, ,49.3, ,95, ,43, ,72,K,40.0,K,3.4,K,52.0, 
83,Santa Rosa,North Coast Valleys,Mar 2020,3.21, ,1.45,K,387,K,9.4, ,62.8,K,36.9, ,49.2,K,96, ,56, ,79,K,42.5,K,3.5,K,54.8, 
83,Santa Rosa,North Coast Valleys,Apr 2020,4.69,K,0.92,K,513,K,11.3, ,70.0, ,39.8, ,54.6,K,97,K,54,K,77,K,47.5,K,3.6, ,61.0, 
83,Santa Rosa,North Coast Valleys,May 2020,5.78,K,1.01,K,597,K,13.0, ,74.7,K,44.2,K,58.9,K,97, ,52, ,77,L,51.0,L,4.1, ,65.9, 
83,Santa Rosa,North Coast Valleys,Jun 2020,7.30,K,0.01,K,712,K,13.4, ,80.1,K,47.5, ,63.1, ,96, ,45, ,68, ,52.1, ,4.7, ,69.5, 
83,Santa Rosa,North Coast Valleys,Jul 2020,7.07, ,0.04, ,676,K,13.6, ,79.6,K,49.3, ,62.3, ,95, ,48, ,72, ,52.7, ,4.8, ,69.0, 
83,Santa Rosa,North Coast Valleys,Aug 2020,6.26,K,0.19,K,570,K,14.8,K,85.2,K,51.7,K,64.6,L,93,K,44,K,71,L,54.8,L,4.4,K,70.4, 
83,Santa Rosa,North Coast Valleys,Sep 2020,4.56,K,0.60,K,428,K,14.1,K,85.6,K,48.6, ,64.0,L,96,K,41,K,71,L,53.8,L,3.5,K,66.9, 
83,Santa Rosa,North Coast Valleys,Oct 2020,4.05,K,0.19,K,383,K,10.4,K,84.8,K,41.7, ,60.3,K,88,K,31,K,62,L,45.6,L,3.4,K,62.2, 
83,Santa Rosa,North Coast Valleys,Nov 2020,2.16,K,1.17,K,284,K,8.5,K,67.5,K,32.2,K,48.5,K,94, ,42, ,72,K,39.6,K,3.3,K,53.7, 
83,Santa Rosa,North Coast Valleys,Dec 2020,1.23,K,2.50, ,166,K,8.2, ,62.3,K,31.5, ,45.2, ,97, ,51, ,80, ,39.0, ,2.9, ,48.9, 
83,Santa Rosa,North Coast Valleys,Jan 2021,1.52,K,3.32, ,213,K,9.3, ,60.6,K,35.9, ,47.6,K,96,K,63,K,85,L,42.4,L,3.5,K,50.3, 
83,Santa Rosa,North Coast Valleys,Feb 2021,2.42, ,1.64,K,341,K,8.9, ,63.9,K,34.3, ,48.3, ,96, ,51, ,77, ,41.2, ,3.6, ,51.5, 
83,Santa Rosa,North Coast Valleys,Mar 2021,3.83,K,2.21, ,458,K,8.3,K,63.8,K,32.5, ,47.6,K,96, ,49, ,75,K,39.5,K,3.6,K,52.3, 
83,Santa Rosa,North Coast Valleys,Apr 2021,5.01, ,0.15,K,566,K,9.7, ,68.2,K,34.4,K,50.6, ,97, ,51, ,77, ,43.6, ,3.9, ,58.0, 
83,Santa Rosa,North Coast Valleys,May 2021,6.83,K,0.30,K,661,K,11.0, ,76.6,K,40.7,K,58.6,K,95,K,43,K,66,K,46.8,K,4.8,K,64.0, 
83,Santa Rosa,North Coast Valleys,Jun 2021,7.04, ,0.15, ,677, ,13.0, ,79.0,K,47.0, ,62.2,K,95, ,44, ,68,K,51.3,K,4.9,K,68.5, 
83,Santa Rosa,North Coast Valleys,Jul 2021,6.77, ,0.02, ,630, ,13.4, ,79.2, ,49.2, ,61.4, ,96, ,46, ,72, ,52.3, ,5.0, ,69.1, 
83,Santa Rosa,North Coast Valleys,Aug 2021,5.83,K,0.01, ,537, ,13.9, ,80.7,K,49.0, ,62.5,K,96, ,46, ,72,K,53.3,K,4.4, ,68.0, 
83,Santa Rosa,North Coast Valleys,Sep 2021,4.75,K,0.23, ,453, ,13.0, ,82.1, ,46.0, ,61.5, ,96, ,42, ,70, ,51.3, ,4.1,K,65.6, 
83,Santa Rosa,North Coast Valleys,Oct 2021,3.18,K,10.78, ,306,K,11.3,K,73.1, ,42.6,K,56.9, ,94, ,49, ,71,K,46.7,K,4.2,K,59.5, 
83,Santa Rosa,North Coast Valleys,Nov 2021,1.54,K,2.73,K,212,K,11.9, ,66.0,K,42.4,K,52.3,K,98, ,63, ,88,K,48.7,K,2.3,K,57.1, 
83,Santa Rosa,North Coast Valleys,Dec 2021,0.90,K,7.06,K,140, ,9.6, ,54.8, ,38.7, ,46.2, ,97, ,75, ,89, ,43.1, ,3.2, ,51.8, 
83,Santa Rosa,North Coast Valleys,Jan 2022,1.58,K,0.60,K,221,K,9.2,K,62.0,K,34.5, ,46.1,K,97,K,63,K,86,K,41.9,K,2.3,K,49.9,K
83,Santa Rosa,North Coast Valleys,Feb 2022,2.56,K,0.04,K,354,K,8.0, ,66.7,K,30.4,K,46.4,K,95, ,44, ,74,K,38.2,K,3.0, ,49.8, 
83,Santa Rosa,North Coast Valleys,Mar 2022,3.65,K,1.50, ,422,K,9.8, ,67.2,K,35.3, ,50.3,K,97, ,52, ,78,K,43.5,K,3.3, ,54.9, 
83,Santa Rosa,North Coast Valleys,Apr 2022,4.80,K,2.14,K,536, ,10.2, ,68.5,K,36.3, ,52.7,K,97, ,50, ,75,K,44.7,K,3.8,K,59.8, 
83,Santa Rosa,North Coast Valleys,May 2022,6.52,K,0.06,K,623, ,10.8, ,75.9,K,40.3,K,58.2,K,95,K,41,K,66,L,46.3,L,4.8,K,63.3, 
83,Santa Rosa,North Coast Valleys,Jun 2022,6.85,K,0.51, ,663, ,13.7, ,80.4,K,46.4, ,63.1,K,96,K,45,K,70,K,52.8,K,4.1, ,70.5, 
83,Santa Rosa,North Coast Valleys,Jul 2022,6.50, ,1.23, ,623, ,14.5, ,77.8, ,49.7, ,61.4, ,97, ,54, ,78, ,54.4, ,4.6, ,71.3, 
83,Santa Rosa,North Coast Valleys,Aug 2022,6.07,K,0.53, ,568, ,15.1, ,82.1, ,49.4, ,63.7, ,97, ,48, ,75, ,55.5, ,4.0, ,71.0, 
83,Santa Rosa,North Coast Valleys,Sep 2022,4.99,K,1.07, ,462, ,14.0, ,85.1,K,47.9,K,64.3,K,95,K,40,K,71,L,53.5,L,4.0,K,68.2, 
83,Santa Rosa,North Coast Valleys,Oct 2022,3.35,K,0.16, ,337,K,11.4, ,75.3, ,41.5,K,56.2, ,96, ,45, ,73, ,47.5, ,3.4,K,62.1, 
83,Santa Rosa,North Coast Valleys,Nov 2022,1.92,K,1.65, ,261,K,7.8, ,65.0, ,30.0, ,45.4, ,96, ,43, ,75, ,37.6, ,2.9,K,51.7, 
83,Santa Rosa,North Coast Valleys,Dec 2022,0.95, ,9.89, ,151, ,9.2,K,55.7,K,35.4, ,44.9, ,97, ,71, ,89,K,41.9,K,3.3,K,48.8, 
83,Santa Rosa,North Coast Valleys,Jan 2023,1.47, ,11.03,K,191,K,9.1,K,59.1,K,37.5, ,47.7,K,95,K,58,K,79,K,41.1,K,4.7,K,49.7,K
83,Santa Rosa,North Coast Valleys,Feb 2023,1.95,K,4.18,K,290,K,7.8, ,58.8, ,31.1, ,43.8,K,95, ,55, ,79,K,37.6,K,3.8,K,47.6, 
83,Santa Rosa,North Coast Valleys,Mar 2023,2.66,K,9.78, ,346,K,9.0,K,57.8, ,37.3,K,47.1, ,95, ,62, ,81,K,41.4,K,4.4,K,51.8, 
83,Santa Rosa,North Coast Valleys,Apr 2023,4.99,K,0.14, ,570,K,10.2, ,67.6, ,37.7, ,51.9, ,95, ,51, ,76, ,44.5, ,3.7,K,58.3, 
83,Santa Rosa,North Coast Valleys,May 2023,4.58, ,0.93, ,515, ,12.2, ,67.4, ,44.3, ,54.8, ,96, ,64, ,83, ,49.8, ,3.9, ,63.4, 
83,Santa Rosa,North Coast Valleys,Jun 2023,5.26,K,0.00, ,571, ,13.3, ,70.1, ,48.5, ,58.0, ,95, ,64, ,81, ,52.0, ,4.3, ,65.9, 
